"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"2067","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"2068","venenoso","plano","macio","marrom","manchado","forte","livre","perto","estreito","marrom","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","urbano"
"2069","comestível","plano","macio","cinza","sem mancha","nenhum","livre","lotado","largo","cor de rosa","afilando","uniforme","macio","macio","branco","branco","parcial","branco","um","evanescente","marrom","abundante","graminea"
"2070","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"2071","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"2072","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"2073","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2075","venenoso","convexo","macio","branco","manchado","forte","livre","perto","estreito","cor de rosa","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","urbano"
"2076","comestível","convexo","macio","amarelo","manchado","anis","livre","perto","largo","preto","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","preto","numeroso","prados"
"2077","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"2079","comestível","convexo","macio","cinza","sem mancha","nenhum","livre","lotado","largo","marrom","afilando","uniforme","fibroso","fibroso","branco","branco","parcial","branco","um","evanescente","marrom","espalhado","graminea"
"2080","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2081","comestível","convexo","fibroso","cinza","sem mancha","nenhum","livre","lotado","largo","preto","afilando","uniforme","fibroso","macio","branco","branco","parcial","branco","um","evanescente","marrom","espalhado","graminea"
"2084","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"2085","comestível","plano","fibroso","cinza","sem mancha","nenhum","livre","lotado","largo","marrom","afilando","uniforme","macio","fibroso","branco","branco","parcial","branco","um","evanescente","preto","espalhado","graminea"
"2086","comestível","plano","fibroso","cinza","sem mancha","nenhum","livre","lotado","largo","marrom","afilando","uniforme","macio","macio","branco","branco","parcial","branco","um","evanescente","preto","espalhado","graminea"
"2088","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"2089","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2091","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"2093","comestível","sino","macio","branco","manchado","amendoa","livre","perto","largo","cinza","alargando","club","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","prados"
"2094","comestível","convexo","macio","branco","sem mancha","nenhum","livre","lotado","largo","chocolate","afilando","uniforme","fibroso","fibroso","branco","branco","parcial","branco","um","evanescente","marrom","espalhado","graminea"
"2095","comestível","plano","fibroso","marrom","sem mancha","nenhum","livre","lotado","largo","preto","afilando","uniforme","fibroso","fibroso","branco","branco","parcial","branco","um","evanescente","preto","espalhado","graminea"
"2096","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"2098","comestível","convexo","fibroso","cinza","sem mancha","nenhum","livre","lotado","largo","cor de rosa","afilando","uniforme","fibroso","macio","branco","branco","parcial","branco","um","evanescente","preto","espalhado","graminea"
"2099","venenoso","convexo","macio","branco","manchado","forte","livre","perto","estreito","marrom","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","graminea"
"2100","comestível","convexo","macio","marrom","sem mancha","nenhum","livre","lotado","largo","preto","afilando","uniforme","macio","macio","branco","branco","parcial","branco","um","evanescente","marrom","abundante","graminea"
"2101","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"2102","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"2103","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"2105","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2107","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"2108","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"2109","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2111","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2112","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"2114","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"2115","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2116","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2117","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"2119","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"2121","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2122","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2123","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"2126","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"2127","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2128","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"2129","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","solitario","graminea"
"2130","venenoso","plano","macio","branco","manchado","forte","livre","perto","estreito","cor de rosa","alargando","uniforme","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","graminea"
"2132","comestível","convexo","fibroso","branco","sem mancha","nenhum","livre","lotado","largo","chocolate","afilando","uniforme","macio","macio","branco","branco","parcial","branco","um","evanescente","marrom","espalhado","graminea"
"2133","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
